formula,Temperature,target
CuReO4,1000,0
Eu2CuIr,1000,0
Eu2CuRh,1000,0
Dy2CuPt,1000,0
ErLuCu2,1000,0
GdCuO3,1000,0
GdYCu2,1000,0
GdLuCu2,1000,0
Ho2CuOs,1000,0
Ho2CuIr,1000,0
HoCuO3,1000,0
Lu2CuPd,1000,0
PmTmCu2,1000,0
PmYCu2,1000,0
Sc2CuRh,1000,0
Th2CuTc,1000,0
Ti2CuRe,1000,0
TiGaCu2,1000,0
ThCuO3,1000,0
YbPmCu2,1000,0
Tm2CuRh,1000,0
Tm2GaCu,1000,0
TiCuHg2,1000,0
TmCuS2,1000,0
Ho3Cu3Sb4,1000,0
Yb2CuGe6,1000,0
Cu3(P2O7)2,1000,0
Eu2CuS3,1000,0
V2CuO8,1000,0
Sr3(Cu2Sn)4,1000,0
Zr6Zn16Cu7,1000,0
Zr(Zn10Cu)2,1000,0
Cu7PS6,1000,0
EuCuGe,1000,0
Cu4SO10,1000,0
Nd6Fe13Cu,1000,0
Cu3TeO8,1000,0
Cu2SnSe3,1000,0
Cu7PSe6,1000,0
Ga40CuMo8,1000,0
Cu5(Si2O7)2,1000,0
Cu(IN3)2,1000,0
MnCuF6,1000,0
MnCuPt6,1000,0
SrCuSi,1000,0
NdInCu4,1000,0
Rb2CuF6,1000,0
YbTlCu4,1000,0
TbMg2Cu,1000,0
Ho2CuSb3,1000,0
La2Cu2I,1000,0
Cu3RuN,1000,0
CuSnPd2,1000,0
Tl2CuTe2,1000,0
Hf2CuSi3,1000,0
Dy2CuSb3,1000,0
Zr2CuSn3,1000,0
Yb4MgCu,1000,0
Y3Ga9Cu2,1000,0
V2Cu3O11,1000,0
Ti11CuP8,1000,0
TbCu5Sn,1000,0
Sr(InCu)2,1000,0
Tb3Cu20Sb11,1000,0
NdCu5Sn,1000,0
Na2CuTe2,1000,0
In5CuSe8,1000,0
Ho5CuPb3,1000,0
Li22(Cu3Si2)7,1000,0
Cu2Pd3Se4,1000,0
DyCu5Sn,1000,0
Cu2NO6,1000,0
CuPdF6,1000,0
CuSO7,1000,0
CuSnO12,1000,0
CuSn3F6,1000,0
Zn2CuNi,1000,0
YbCu2Ni3,1000,0
YbCuGe,1000,0
YCuGe,1000,0
YCuSi,1000,0
Y2Ga3Cu,1000,0
Y(CuTe)3,1000,0
VCuS4,1000,0
UGa2Cu3,1000,0
UCu3Pd2,1000,0
TlCu7Se4,1000,0
TiCuNi,1000,0
V6CuO15,1000,0
U(GaCu3)2,1000,0
TiInCu2,1000,0
TiCu3O4,1000,0
TiGaCu,1000,0
Ti5(CuS5)2,1000,0
TbCuGe,1000,0
Tb4Cu5P7,1000,0
Tb2ZnCu,1000,0
Tb3CuSe6,1000,0
TaVCu,1000,0
Tb(CuTe)3,1000,0
Ta2V3Cu,1000,0
Sr2CuO3,1000,0
SmCuGe,1000,0
SmCuSi,1000,0
Sm2Ga3Cu,1000,0
SmIn7Cu5,1000,0
Sm4Cu5P7,1000,0
Sm(InCu)6,1000,0
Sc8CuTe3,1000,0
Sc(CuS)3,1000,0
Sc(CuSe)3,1000,0
PrCu3Pd2,1000,0
PrCuGe,1000,0
NdCuSi,1000,0
NdCu4Pd,1000,0
NdIn7Cu5,1000,0
Nd2Ga5Cu3,1000,0
Nd(InCu)6,1000,0
Nd2In3Cu,1000,0
Nd2(InCu3)3,1000,0
MgZnCu,1000,0
Mn10CuGe5,1000,0
Mg2CuSi3,1000,0
Mg4CuO5,1000,0
LuFeCu,1000,0
Li2ZnCu3,1000,0
Li2GaCu3,1000,0
Li3(CuO2)2,1000,0
LaGa3Cu,1000,0
La2CuSi3,1000,0
HoCuSi,1000,0
Hf2Ga3Cu,1000,0
Ho(CuTe)3,1000,0
GdCu4Pd,1000,0
GaCuTe2,1000,0
GaCuTe2,1000,0
GaCuTe2,1000,0
FeCuS2,1000,0
FeCuNi,1000,0
FeCu3S8,1000,0
Er(CuTe)3,1000,0
EuGa3Cu,1000,0
DyCuSi,1000,0
Dy4Cu5P7,1000,0
Dy2GaCu3,1000,0
ErCuGe,1000,0
Er4Cu5P7,1000,0
Dy3(Ga2Cu)2,1000,0
Cu6SnGe,1000,0
CuTeSe,1000,0
Cu2NiSb,1000,0
CuNi3O4,1000,0
CuSi4P3,1000,0
Cu2SiTe3,1000,0
Cu8GeSe6,1000,0
Cu2GeSe3,1000,0
Cu2GeTe3,1000,0
Eu2(CuNi)5,1000,0
K4Cu4Sn7,1000,0
SrCuO2,1000,0
Li2CuO2,1000,0
CuMo2O7,1000,0
CuGeN2,1000,0
VCuN2,1000,0
Sr2CuN2,1000,0
Li2CuN,1000,0
KCuN,1000,0
MgCuN,1000,0
Zn5CuN4,1000,0
LaMgCu2,1000,0
TbCuSe2,1000,0
HoMg2Cu9,1000,0
ScInCu4,1000,0
EuCuO2,1000,0
Sr(CuO)2,1000,0
TlCuS2,1000,0
CuRhO2,1000,0
Cu2GeS3,1000,0
La5Cu19P12,1000,0
Lu2Cu2O5,1000,0
Nd2CuO4,1000,0
Hf3(Cu2Si)2,1000,0
PrCuS2,1000,0
LuCuPb,1000,0
Cu2PO4,1000,0
NpCuSe2,1000,0
Na2Cu4S3,1000,0
NaCuF3,1000,0
TbInCu,1000,0
Hf2CuSb3,1000,0
LaCuSn,1000,0
TiCuSi,1000,0
La(CuGe)2,1000,0
HfCuSi2,1000,0
Gd(CuO2)2,1000,0
YCuPb,1000,0
K3Cu2F7,1000,0
PrInCu2,1000,0
Er2Cu2O5,1000,0
U(CuP)2,1000,0
In2Cu2O5,1000,0
Nd(Cu2P)2,1000,0
Cu6PbO8,1000,0
DyCuPb,1000,0
CuSeO3,1000,0
Li4(CuO2)3,1000,0
LiCuO2,1000,0
Li(CuO2)2,1000,0
Cu(PO3)2,1000,0
Cu(IO3)2,1000,0
Na3(CuS)4,1000,0
CuTe2O5,1000,0
V2(CuO2)5,1000,0
K2(CuTe)5,1000,0
Na7(Cu6S5)2,1000,0
Cu(PtS2)2,1000,0
NaCu3F7,1000,0
Cu2PbO2,1000,0
CuMo3I7,1000,0
Cu3SbSe3,1000,0
CuNi2Sb,1000,0
HoInCu,1000,0
HoCuP2,1000,0
UCuP2,1000,0
CuNi2Sn,1000,0
CuTe2I,1000,0
Sr(CuGe)2,1000,0
Fe2CuO4,1000,0
Y(CuSi)2,1000,0
Nd2CuO4,1000,0
Cu4SnP10,1000,0
Eu(CuGe)2,1000,0
Li2CuGe,1000,0
HfCu2Te3,1000,0
MgCu4Sn,1000,0
Mn2CuO4,1000,0
Fe5CuO8,1000,0
Cu3PS4,1000,0
NbCu3Se4,1000,0
Cu3(PO4)2,1000,0
Er(CuSi)2,1000,0
Nd(CuO2)2,1000,0
Tb(CuGe)2,1000,0
Ho(CuGe)2,1000,0
LaCuSi,1000,0
GaCuSe2,1000,0
Tl(CuSe)2,1000,0
Na(CuO)2,1000,0
Cu(HO)2,1000,0
CuP4O11,1000,0
V2Cu2O7,1000,0
Ti2CuSb3,1000,0
Y2Cu2O5,1000,0
GdCuSe2,1000,0
VCu3O4,1000,0
LiCuO,1000,0
Cu4P2O9,1000,0
Ta24Cu13O72,1000,0
Fe3(CuS5)2,1000,0
Cu4Se3O10,1000,0
Er3(CuSi)4,1000,0
Cu6Mo5O18,1000,0
TbCuSi,1000,0
Sr2Cu3O5,1000,0
Li(CuO)2,1000,0
CuSeO4,1000,0
Cu3SbS3,1000,0
DyCuS2,1000,0
Na8(CuO2)5,1000,0
Cu(IO3)2,1000,0
CuSiO3,1000,0
Tl(Cu3S2)2,1000,0
TbMg4Cu,1000,0
Tm(CuGe)2,1000,0
LaMg4Cu,1000,0
Ga8Cu3W2,1000,0
Y5Mg13Cu5,1000,0
Sm3CuSe6,1000,0
RbCu2I3,1000,0
Sr2Cu3O5,1000,0
Tb3(CuSn)4,1000,0
TbCuS2,1000,0
MnCuSb,1000,0
NdCu9Sn4,1000,0
GdInCu2,1000,0
U3Cu2S7,1000,0
Cu2SbO5,1000,0
ZrInCu2,1000,0
La(CuSn)2,1000,0
DyIn3Cu2,1000,0
FeCuS2,1000,0
YbCuS2,1000,0
Tm(CuTe)3,1000,0
Yb23Mg4Cu7,1000,0
Cu3SbS4,1000,0
Cu4Mo5O17,1000,0
Cu3(P2O7)2,1000,0
La2CuO4,1000,0
Cu4Sn7S16,1000,0
La12Cu10O31,1000,0
ErCuSe2,1000,0
Na7Cu3O8,1000,0
Cu(Mo3S4)2,1000,0
TiCu3O4,1000,0
Cu2GeSe3,1000,0
LuCuSe2,1000,0
Cu3P15I2,1000,0
SrIn6Cu7,1000,0
Yb5Cu11Sn8,1000,0
Mn2CuO4,1000,0
Cu4Sn15S32,1000,0
Fe2CuO4,1000,0
Sc13Cu13O33,1000,0
Ta22(CuS12)3,1000,0
ScCuS2,1000,0
NaCuSe,1000,0
K3Cu3P2,1000,0
NaCuO,1000,0
Li2CuF4,1000,0
Li2CuS2,1000,0
Li2Cu2F7,1000,0
Li2CuF4,1000,0
Mg9CuO10,1000,0
Li2Cu3F8,1000,0
Ga2CuO4,1000,0
Cu2OF2,1000,0
LiCuO2,1000,0
Li2CuS2,1000,0
Sr2CuO4,1000,0
HoCuO2,1000,0
Na5CuO4,1000,0
Cu3OF5,1000,0
Cu3OF5,1000,0
Na3CuO2,1000,0
Sc(CuO2)2,1000,0
Cu2W2O7,1000,0
Li2Cu4S3,1000,0
Li3CuO2,1000,0
Mn3CuO8,1000,0
V6Cu2O15,1000,0
Cu2Ni11O13,1000,0
V6CuO15,1000,0
Li5CuF6,1000,0
LiCu3F10,1000,0
Li5CuF8,1000,0
Li3CuF5,1000,0
Li6Cu5F14,1000,0
LiCu2F7,1000,0
Mg7Cu2O9,1000,0
LiCu2F7,1000,0
Li4Cu5F17,1000,0
LiCuF3,1000,0
Li2Cu2F5,1000,0
Mn11Cu7O24,1000,0
Sr8Cu8O17,1000,0
La6Cu6O17,1000,0
Li2Cu4S3,1000,0
Cu2NiO4,1000,0
CuReO4,1000,0
Cu2(SO4)3,1000,0
La4CuO8,1000,0
SmCuO3,1000,0
Cu3(P2O7)2,1000,0
LiCuO2,1000,0
Li2Cu2S3,1000,0
Mg4Cu11O15,1000,0
V5CuO12,1000,0
Na6CuO4,1000,0
Li7CuO4,1000,0
LuCuSi,1000,0
YCuSi,1000,0
TlCu4S3,1000,0
Zr(CuP)2,1000,0
LiGaCu2,1000,0
PmInCu2,1000,0
Er2CuRu,1000,0
Pm2CuOs,1000,0
Nd2CuRu,1000,0
Tm2CuPt,1000,0
Pm2CuSi,1000,0
Li5(Cu2P3)2,1000,0
Yb2CuIr,1000,0
Sc2CuPt,1000,0
Ho2CuRh,1000,0
Li2Cu2F7,1000,0
Li2CuF5,1000,0
Sc2CuOs,1000,0
Sr2Cu2O3,1000,0
TaCuN2,1000,0
Cu2SiS3,1000,0
Th(CuP)2,1000,0
ScCuPd2,1000,0
RbCuO3,1000,0
Hf2CuRe,1000,0
ZrCu2Hg,1000,0
YTmCu2,1000,0
Ho2CuPd,1000,0
KCu3S2,1000,0
NbCu3Te4,1000,0
CuPtO2,1000,0
CuPdO2,1000,0
Cu3OF5,1000,0
V4(CuO4)3,1000,0
Y4(Cu2O5)3,1000,0
ZnCuO2,1000,0
MgCuF5,1000,0
ZnCuF4,1000,0
MgCuF5,1000,0
Zn2CuN2,1000,0
Mg2CuN2,1000,0
Zn2Cu2O5,1000,0
Y(CuO2)2,1000,0
ZnCuO2,1000,0
Zn(CuO2)2,1000,0
CuW2O7,1000,0
Zn(CuO2)2,1000,0
Cu3(WO3)4,1000,0
Fe4(CuO4)3,1000,0
Cu3(NiO3)4,1000,0
Zn(CuO2)2,1000,0
Cu2PPd2,1000,0
Dy(CuS)2,1000,0
DyZnIn,1000,0
Li3DySb2,1000,0
PrCuSn,1000,0
YbMgCu4,1000,0
LiDyO2,1000,0
DyInPt4,1000,0
DyInPt2,1000,0
NdCuS2,1000,0
Dy6FeTe2,1000,0
Dy2InNi2,1000,0
DySi3Ir,1000,0
MnCu4Sn,1000,0
LuCuSn,1000,0
DySiNi4,1000,0
DyCuPb,1000,0
ErCuPb,1000,0
YbCu4Pd,1000,0
FeCu3S4,1000,0
DySnPt,1000,0
DyInPt2,1000,0
Dy(GePt)2,1000,0
Dy2NiSn6,1000,0
DyNiSb2,1000,0
Dy2Ni2Sn,1000,0
DyInCu4,1000,0
DySnGe,1000,0
DyPdPb,1000,0
DyNiGe3,1000,0
DyGa2Pd,1000,0
Dy4Te3S4,1000,0
DyNbO4,1000,0
Dy3Sc2S7,1000,0
DyGaPt,1000,0
LiGa2Cu,1000,0
ZrScCu2,1000,0
Cu2GeI6,1000,0
DyMn2O4,1000,0
DyMn2O4,1000,0
YMgCu2,1000,0
YScCu2,1000,0
Y2CuPt,1000,0
TiCuGe,1000,0
Cu4(PO4)3,1000,0
NaDyO2,1000,0
DyNiP,1000,0
Sm3(CuGe)4,1000,0
Dy(Mo3S4)2,1000,0
Yb(Ga2Cu)4,1000,0
Dy(Mo3Se4)2,1000,0
Dy(Fe2Si)2,1000,0
Dy3Ga8Ir3,1000,0
Dy3Ga9Pt2,1000,0
Dy3Ga8Rh3,1000,0
Dy5(MoO6)2,1000,0
DySiPd2,1000,0
Dy2Sn5Rh3,1000,0
Dy6Ni2Sn,1000,0
Dy2SnS3,1000,0
DyTlPd,1000,0
Na2CuF4,1000,0
Dy3TaO7,1000,0
Dy2SbO2,1000,0
Dy3TaO7,1000,0
La2CuO4,1000,0
Cu11PdN4,1000,0
Cu2WO4,1000,0
Dy(NO5)3,1000,0
DyMg2Sc,1000,0
DyErRu2,1000,0
DyLuTl2,1000,0
DyPaO3,1000,0
DyLuHg2,1000,0
DyErRh2,1000,0
DyLuZn2,1000,0
DyErTl2,1000,0
DyLuIn2,1000,0
DyLuRu2,1000,0
DyErZn2,1000,0
Dy2TlZn,1000,0
DySbRh2,1000,0
Dy2ZnPt,1000,0
Dy2MgGa,1000,0
DyScZn2,1000,0
Dy2ZnRh,1000,0
Er2CuIr,1000,0
DyTmHg2,1000,0
DyYMg2,1000,0
DySnO3,1000,0
Dy2Ge2O5,1000,0
DyYIn2,1000,0
GdDyTl2,1000,0
GdDyIn2,1000,0
LiDy2In,1000,0
LiDy2Pt,1000,0
LiDy2Tl,1000,0
LiDy2Ga,1000,0
NdDyZn2,1000,0
PmDyZn2,1000,0
Tb2CuIr,1000,0
TbDyHg2,1000,0
TbDyIn2,1000,0
YbDyZn2,1000,0
Y2ZnCu,1000,0
Y2CuOs,1000,0
DySiPt2,1000,0
Ti5CuSb3,1000,0
Cu12PdN4,1000,0
Dy2Si5Rh3,1000,0
Pr2Cu2O5,1000,0
Dy6GaNi2,1000,0
Dy3Ge3Ru2,1000,0
DyGePd,1000,0
Dy2Mn12P7,1000,0
Dy3GeO8,1000,0
Dy3(SiNi3)2,1000,0
LiDySn,1000,0
Zr3ZnCu2,1000,0
Dy2ZnS4,1000,0
DyN3O10,1000,0
Cu3(I3O10)2,1000,0
Hf6Zn16Cu7,1000,0
Dy(FeSn)6,1000,0
Dy(NO3)3,1000,0
Dy5(Ge5Ir2)2,1000,0
Dy3Ge13Ru4,1000,0
Dy2Mo8O33,1000,0
Cu2(ReS2)3,1000,0
Dy(PO3)3,1000,0
Dy3Si11Pt23,1000,0
Dy4In5S13,1000,0
DyFe5P3,1000,0
Dy5(Ge5Rh2)2,1000,0
Dy2Ge6Pd,1000,0
Dy3(Si3Ru)4,1000,0
DyMnSn2,1000,0
CuSnO6,1000,0
CuGeO3,1000,0
Cu(N2O3)2,1000,0
LaInCu5,1000,0
DySbPd,1000,0
Cu4Se3O10,1000,0
Dy2Nb3Ge4,1000,0
Dy(InPt)4,1000,0
Yb3(CuSi)4,1000,0
DyMgGa,1000,0
DyMnGa,1000,0
Nd(GaCu)2,1000,0
DyMgTl,1000,0
Dy2Ni2Sn,1000,0
YbCu5Sn,1000,0
YCu5Sn,1000,0
RbDyI3,1000,0
KDy3F10,1000,0
K3DyF6,1000,0
K2DyF5,1000,0
LaCu9Sn4,1000,0
Dy5(SiSb)2,1000,0
Dy7(TePd)2,1000,0
DySiRh,1000,0
DySbIr,1000,0
Dy3Fe2Si7,1000,0
Dy5SbPd2,1000,0
DySbRh,1000,0
Dy4MgNi,1000,0
Dy4MgIr,1000,0
DyVO2,1000,0
Dy4MgRu,1000,0
Dy(ZnP)3,1000,0
DyZnSn,1000,0
Dy3(SbPd2)4,1000,0
Dy2Si3Pd,1000,0
DyMoO5,1000,0
Dy2Mo4O15,1000,0
Dy3(Si3Pd10)2,1000,0
Dy3(P3Pd10)2,1000,0
ErCu5Sn,1000,0
DySi3Ni5,1000,0
DyIn2Pd,1000,0
CuSnPd2,1000,0
DyN7O15,1000,0
Dy6N8O33,1000,0
Dy3NiGe2,1000,0
Dy2(SO4)3,1000,0
Dy2S3O20,1000,0
Dy8Ni18P11,1000,0
Dy(TlTe2)3,1000,0
Dy3Ga15Ru4,1000,0
Zr4CuNi,1000,0
YbGa3Cu,1000,0
YGa3Cu,1000,0
Y(CuS)3,1000,0
Yb(InCu)6,1000,0
TiCuNi2,1000,0
TbFeCu,1000,0
V30Cu34O95,1000,0
SmDyFe17,1000,0
SmDyNi2,1000,0
SmDyFe4,1000,0
Pr2Ga3Cu,1000,0
LiDySe2,1000,0
LuCuGe,1000,0
Lu(CuS)3,1000,0
La6CuSb15,1000,0
La2(CuNi)5,1000,0
GdCu5Se4,1000,0
GdCuSi,1000,0
GdDy3Ni4,1000,0
GdDyNi2,1000,0
GaCu4Ni15,1000,0
DyYFe4,1000,0
EuCuSn,1000,0
Dy2Fe3Ni,1000,0
Dy2Si3Ni,1000,0
Dy2NiSb4,1000,0
Dy2PdPt,1000,0
Dy4MnS7,1000,0
Dy4MnSe7,1000,0
Dy2P7Rh12,1000,0
Dy2Ga3Ni,1000,0
Dy2Fe4Si9,1000,0
Dy3NiPd2,1000,0
Dy2(InSn)3,1000,0
Dy4FeSe7,1000,0
ErCuSi,1000,0
DyPaO4,1000,0
DyThN2,1000,0
DyHoMn4,1000,0
DyTmMn4,1000,0
DyMnFe,1000,0
DyUN2,1000,0
DyErMn4,1000,0
DyThRe4,1000,0
Dy6Ga19Pt3,1000,0
Cu2SnSe3,1000,0
Cu2Sn2Pd,1000,0
DyGaSe3,1000,0
Dy12Ge5S28,1000,0
Dy2MgSe4,1000,0
Dy2MgSe4,1000,0
Dy2MgS4,1000,0
Dy2MgS4,1000,0
DyMgS3,1000,0
Dy(PO)2,1000,0
DyMgSe3,1000,0
CuGeN2,1000,0
YCuO,1000,0
Fe10CuN8,1000,0
KCuN,1000,0
Dy2SO2,1000,0
EuCuSn2,1000,0
Yb(CuGe)2,1000,0
Dy2Si5Rh3,1000,0
DyTa7O19,1000,0
KDyS2,1000,0
LiDySe2,1000,0
Cu2SiSe3,1000,0
Dy2TeO2,1000,0
Dy4Mo4O11,1000,0
Dy2Si2O7,1000,0
Cu3SbS3,1000,0
DyVO4,1000,0
DySiRu,1000,0
Dy2Ti3Si4,1000,0
Dy(GePt)2,1000,0
Dy(Fe2Ge)2,1000,0
DySiIr,1000,0
DySiPt,1000,0
DyMgIn,1000,0
DyTiSi,1000,0
DyIn5Rh,1000,0
DyMnGe,1000,0
Dy(FeGe)2,1000,0
Ti3Cu3O,1000,0
Dy3Fe5O12,1000,0
MnCu2Sn,1000,0
InCuTe2,1000,0
Eu2CuO4,1000,0
U(CuSi)2,1000,0
TbCuSb2,1000,0
Dy2(Ga3Ru)3,1000,0
MnInCu2,1000,0
NdInCu,1000,0
LiCu2P,1000,0
DyInIr,1000,0
DySi3Rh5,1000,0
Cu2HgI4,1000,0
Dy(HO)3,1000,0
KCuS,1000,0
NaCu5S3,1000,0
Dy2GeO5,1000,0
K4Cu8Te11,1000,0
Dy(SiRh)2,1000,0
U3Cu2Sb3,1000,0
K5(DyI4)3,1000,0
DySnPd,1000,0
DySi2Rh3,1000,0
Mg2Ga5Cu6,1000,0
Dy3GaO6,1000,0
DyTlS2,1000,0
Li13(Ga7Cu2)3,1000,0
Hf5CuSn3,1000,0
NbCuTe2,1000,0
SrCu2O3,1000,0
Dy(SiPd)2,1000,0
Dy2Ti2O7,1000,0
Dy2Hf2O7,1000,0
Cu2P2O7,1000,0
La2CuO4,1000,0
Dy(SiIr)2,1000,0
Dy(SiNi)2,1000,0
Th(CuGe)2,1000,0
Pr(CuGe)2,1000,0
Dy6Fe16O,1000,0
VCuO3,1000,0
Dy2Mn3Si5,1000,0
DyZrSb,1000,0
Dy2In16Pt7,1000,0
DyNiSn,1000,0
Dy2Te4O11,1000,0
MnCuO2,1000,0
DyPS4,1000,0
Dy2TiO5,1000,0
Dy(SiNi5)2,1000,0
DyGa3Ni2,1000,0
Sr2CuO3,1000,0
Dy3ReO7,1000,0
Dy2Te5O13,1000,0
Dy9(SbO)5,1000,0
SrDy2O4,1000,0
Dy3S3N,1000,0
DyTaO4,1000,0
Dy2(TeO3)3,1000,0
Dy2Tc2O7,1000,0
Dy(IO3)3,1000,0
Cu6PbO8,1000,0
Dy(IO3)3,1000,0
Cu2SeO4,1000,0
NbCu3S4,1000,0
Cu4GeS4,1000,0
Dy3Se3N,1000,0
DyInRh,1000,0
DyTlSe2,1000,0
Dy(PPt4)2,1000,0
DyInNi,1000,0
Dy(PRu)2,1000,0
Dy2InGe2,1000,0
Cu3SbS4,1000,0
Dy2MgSi2,1000,0
Cu2Mo3Se4,1000,0
Dy4InRh,1000,0
DyPO4,1000,0
Dy(Zn10Ru)2,1000,0
DyNiSn2,1000,0
Dy(Zn10Rh)2,1000,0
Dy5(In2Ni)2,1000,0
DyGe2Pt,1000,0
Cu(HO)2,1000,0
DyNiGe2,1000,0
Cu3Mo2O9,1000,0
Dy5NiPb3,1000,0
Er(CuTe)3,1000,0
Dy2(GePt3)3,1000,0
Dy2Fe3Si5,1000,0
Dy(FeSn)6,1000,0
CuPO4,1000,0
Dy3TaO7,1000,0
In8Cu7Se16,1000,0
Li2CuP,1000,0
Cu2SnTe3,1000,0
Yb(DyS2)2,1000,0
Dy2Zr2O7,1000,0
Dy3NbO7,1000,0
Sc14Cu14O37,1000,0
RbDyS2,1000,0
Mn2CuO4,1000,0
Na5Cu7O13,1000,0
NaDyO2,1000,0
Li4CuF7,1000,0
LiCuS,1000,0
Er2CuO4,1000,0
Li3Cu4F9,1000,0
Dy2Nb2O7,1000,0
Dy2Zr2O7,1000,0
Na4CuO3,1000,0
NaCuO2,1000,0
DyTlO2,1000,0
DyHO2,1000,0
Dy2TeO6,1000,0
Dy3TaO7,1000,0
DyHO2,1000,0
DyWO4,1000,0
LaDyO3,1000,0
SmDyO3,1000,0
Dy2TiO5,1000,0
Rb3DyO3,1000,0
Dy(FeO2)2,1000,0
DyY3O6,1000,0
Cu2OF2,1000,0
Li2Cu3F11,1000,0
DyWO4,1000,0
Li2Cu3F7,1000,0
Li2Cu5F12,1000,0
Dy11Y5O24,1000,0
LiCuS2,1000,0
Dy2SO2,1000,0
Dy2Ge2O7,1000,0
DyYO3,1000,0
Dy2SiO5,1000,0
Dy3Sb5O12,1000,0
DyGaO3,1000,0
Dy2TeO6,1000,0
Dy2Sb2O7,1000,0
Dy2Pb2O7,1000,0
Dy2SeO2,1000,0
Dy2SeO2,1000,0
DyTaO4,1000,0
Dy2WO6,1000,0
Dy2WO6,1000,0
Dy2P4O13,1000,0
Dy2P4O13,1000,0
Dy2Cu2O5,1000,0
DyErO3,1000,0
Dy2W2O9,1000,0
Dy2Zr2O7,1000,0
Dy2Ge2O7,1000,0
V12Cu2O29,1000,0
Dy29Y3O48,1000,0
Dy5Ti5O17,1000,0
Rb3DyO3,1000,0
DyP5O14,1000,0
Dy2P4O13,1000,0
Cu(PO3)3,1000,0
DyP5O14,1000,0
Dy2Ge2O7,1000,0
Dy2WO6,1000,0
Rb3Cu5O4,1000,0
Dy2S2O,1000,0
DyInRh2,1000,0
LiDy2Tc,1000,0
DyHoMg2,1000,0
PrDyMg2,1000,0
GaCuPt2,1000,0
PmGaCu2,1000,0
V18Cu20O57,1000,0
Li2Cu2F7,1000,0
ZnCuPd2,1000,0
Dy2Ni12P7,1000,0
Dy2NiRu,1000,0
Hf2CuOs,1000,0
Dy2IrRh,1000,0
Dy2PdRu,1000,0
Dy2RuRh,1000,0
DyZnRh2,1000,0
DySnRu2,1000,0
Li2DyIn,1000,0
Li2DyTl,1000,0
YbDyRh2,1000,0
DyThTc2,1000,0
Dy2Ge5Rh3,1000,0
Dy(Ni2P)2,1000,0
NdDyMg2,1000,0
Er2CuOs,1000,0
DyNbRu2,1000,0
LiDyTl2,1000,0
LiDy2Ru,1000,0
DyPaRu2,1000,0
Li6CuS4,1000,0
LiDy2Os,1000,0
DyMgHg2,1000,0
DyMgRh2,1000,0
CuGeRh2,1000,0
HoCuGe,1000,0
Dy3Fe2Si3,1000,0
DyYHg2,1000,0
Tm2ZnCu,1000,0
SmDyIr2,1000,0
SmDyZn2,1000,0
LiDyIn2,1000,0
PrDyTl2,1000,0
LaDyRu2,1000,0
SmDyRu2,1000,0
SmDyIn2,1000,0
DyYCu2,1000,0
YbDyHg2,1000,0
PmDyHg2,1000,0
PmDyIn2,1000,0
PmDyRu2,1000,0
PmDyRh2,1000,0
DyHoIn2,1000,0
VCu3Te4,1000,0
NaDySe2,1000,0
NaDyS2,1000,0
Ti4(CuO4)3,1000,0
Y(CuO2)3,1000,0
MgCuO2,1000,0
MgCuO2,1000,0
YCuO3,1000,0
Mg(CuO2)2,1000,0
DyTlTe2,1000,0
DyScSb,1000,0
DyTlZn,1000,0
DyZnGa,1000,0
ErZnGa,1000,0
ErInNi4,1000,0
Dy(TiGa2)2,1000,0
ErSnGe,1000,0
DyOF,1000,0
Er2GeRh3,1000,0
Dy4(SiS4)3,1000,0
DyNiGe2,1000,0
DyMgPd,1000,0
DyZnPd,1000,0
Dy(SiIr)2,1000,0
DyZnNi,1000,0
LiDyGe,1000,0
ErMgPd,1000,0
Er2NiSn6,1000,0
ErGa2Pd,1000,0
ErZnPd,1000,0
DyIn2Ni,1000,0
DySnRh,1000,0
Dy(SiPt)2,1000,0
DyMnGa,1000,0
Dy2InNi2,1000,0
ErInPt4,1000,0
DyFeGe2,1000,0
Dy(NiSb)2,1000,0
LiDySn2,1000,0
DyGa2Ni,1000,0
DyNbO4,1000,0
DyVO4,1000,0
DyMn2O4,1000,0
LiErO2,1000,0
Dy3NbO7,1000,0
Dy2Ga8Fe,1000,0
DyNiGe,1000,0
ErGaPt,1000,0
DyGaNi,1000,0
Dy3SbO3,1000,0
Er(Mo3Se4)2,1000,0
Er(Mo3S4)2,1000,0
Er3FeGe3,1000,0
DyGa3Ru,1000,0
Dy(MnSn)6,1000,0
Dy4Ge6Ir7,1000,0
Dy2Ge5Ru3,1000,0
DyGePd2,1000,0
Er2Si4Mo3,1000,0
Dy2Te3Se,1000,0
Er(TiGa2)2,1000,0
Er(VGa2)2,1000,0
KDyO2,1000,0
Er2Zr2O7,1000,0
Er2TiO5,1000,0
DyZr4O9,1000,0
DyInO3,1000,0
Dy2Pt2O7,1000,0
DyNbO4,1000,0
Er4Ga12Pd,1000,0
DyVSb3,1000,0
Dy4Ge6Rh7,1000,0
DyRh2Pb,1000,0
DyHoTl2,1000,0
DyHoRu2,1000,0
DyHoZn2,1000,0
DyLuIr2,1000,0
DyNpRu2,1000,0
DyHoHg2,1000,0
DyRhO3,1000,0
DyInO3,1000,0
DyLuRh2,1000,0
DyTlRh2,1000,0
Dy2PdRh,1000,0
DyTmRu2,1000,0
Er2ZnHg,1000,0
Er2PdPt,1000,0
Er2InHg,1000,0
DyThRu2,1000,0
Dy2TlHg,1000,0
Er2Pt2O5,1000,0
